neugierig,",""wissbegierig — curious — Der Onkel erzählt dem Kind eine Geschichte, damit es neugierig bleibt. — interessiert"""
vorgeschrieben,",""verpflichtend — mandatory — Der Chef erklärt dem Team die vorgeschriebenen Sicherheitsregeln. — verbindlich"""
Verletzungen,",""Wunden — injuries — Die Krankenschwester verbindet dem Patienten die Verletzungen am Arm. — Blessuren"""
verbunden,",""verknüpft — connected — Der Techniker erklärt dem Azubi die verbundenen Geräte im Netzwerk. — gekoppelt"""
tätig,",""beschäftigt — active — Die Mitarbeiterin ist bei dem Unternehmen als Ingenieurin tätig. — arbeitend"""
herrührt,",""stammt — originates — Das Problem herrührt von einem Fehler des Systems. — kommt von"""
herkommt,",""stammt ab — comes from — Der Lehrer erklärt dem Schüler, wo das Wort herkommt. — entstammt"""
Vorgesetzten,",""Chef — supervisor — Der Mitarbeiter meldet dem Vorgesetzten die Verzögerung. — Leiter"""
Geschehens,",""Ereignis — event — Der Reporter beschreibt dem Publikum den Ablauf des Geschehens. — Vorgang"""
behandlungsdürftig,",""pflegebedürftig — requiring treatment — Der Arzt erklärt der Familie den behandlungsdürftigen Zustand des Patienten. — therapiebedürftig"""
Verbandbuch,",""Unfallprotokoll — accident log — Der Sicherheitsbeauftragte trägt dem Büro das Verbandbuch zur Kontrolle vor. — Unfallbuch"""
verweigern,",""ablehnen — to refuse — Der Mitarbeiter verweigert dem Chef die Zustimmung zu den Änderungen. — abschlagen"""
Lohnersatzleistungen,",""Ausgleichszahlungen — wage replacement benefits — Die Firma zahlt dem Mitarbeiter die Lohnersatzleistungen während der Krankheit. — Krankengeld"""
Ereignis,",""Vorfall — incident — Der Zeuge schildert der Polizei das Ereignis des Unfalls. — Begebenheit"""
mitgeteilt,",""informiert — informed — Der Chef hat dem Team die Änderungen mitgeteilt. — benachrichtigt"""
Betrieb,",""Firma — operation — Der Ingenieur erklärt dem Praktikanten den Betrieb der Anlage. — Unternehmen"""
Anweisung,",""Befehl — instruction — Der Meister gibt dem Lehrling die Anweisung für die Aufgabe. — Vorschrift"""
Unfallursache,",""Grund — cause of accident — Der Gutachter nennt dem Gericht die Unfallursache des Vorfalls. — Auslöser"""
hinfallen/stürzen,",""fallen — to fall — Die Krankenschwester hilft dem Patienten, nachdem er im Bad gestürzt ist. — umkippen"""
Gleichgewicht,",""Balance — balance — Der Trainer zeigt dem Sportler Übungen für das Gleichgewicht des Körpers. — Stabilität"""
Rutschen,",""gleiten — to slip — Der Hausmeister sichert dem Gast den Weg, damit er nicht rutscht. — ausgleiten"""
Bewerten,",""einschätzen — to assess — Der Prüfer bewertet dem Studenten die Leistung der Präsentation. — beurteilen"""
Beseitigen,",""entfernen — to remove — Der Handwerker beseitigt dem Kunden die Schäden am Dach. — wegmachen"""
vernichten,",""zerstören — to destroy — Die Firma vernichtet dem Archiv die alten Daten. — eliminieren"""
Maßnahmen ergreifen,",""handeln — to take measures — Der Chef ergreift dem Team Maßnahmen gegen die Risiken. — handeln"""
Wirkung zeigen,",""Wirkung entfalten — to take effect — Die Tablette zeigt dem Patienten ihre Wirkung nach einer Stunde. — wirksam sein"""
Steuereinnahmen des Bundes und der Länder,",""Steueraufkommen — tax revenues — Der Finanzminister erklärt dem Parlament die Steuereinnahmen des Bundes und der Länder. — Staatseinnahmen"""
umfassen,",""beinhalten — to include — Der Bericht umfasst dem Manager alle relevanten Daten. — einschließen"""
gravierend,",""schwerwiegend — serious — Der Fehler hat dem Projekt gravierende Folgen gebracht. — erheblich"""
Koffer,",""Reisetasche — suitcase — Der Tourist gibt dem Hotelmitarbeiter seinen Koffer zum Tragen. — Gepäckstück"""
Stiefel,",""Schuhwerk — boots — Der Wanderer zieht dem Kind die Stiefel für den Ausflug an. — Boots"""
nervt,",""stört — annoys — Der Lärm nervt dem Nachbarn die Ruhe am Wochenende. — ärgern"""
ähnlich,",""vergleichbar — similar — Das neue Modell ist dem alten Gerät sehr ähnlich. — gleichartig"""
schüchtern,",""zurückhaltend — shy — Die Lehrerin erklärt dem schüchternen Schüler die Aufgabe nochmal. — scheu"""
abwechslungsreiche,",""vielseitig — varied — Die Firma bietet dem Team abwechslungsreiche Projekte im Ausland. — vielfältig"""
