Delikte,"Straftaten, Gesetzesverstöße - offenses, crimes - Der Anwalt erklärt dem Mandanten (Dat) die Delikte (Akk) des Angeklagten (Gen)."
Eigentumsdelikte,Straftaten gegen Besitz - property crimes - Der Polizist zeigt dem Reporter (Dat) die Eigentumsdelikte (Akk) des Viertels (Gen).
Wohnungseinbrüche,Einbrüche in Wohnräume - home burglaries - Die Kommissarin erklärt dem Team (Dat) die Wohnungseinbrüche (Akk) der Stadt (Gen).
Taschendiebstähle,Diebstähle aus Taschen - pickpocketing - Der Sicherheitschef berichtet dem Personal (Dat) die Taschendiebstähle (Akk) der Innenstadt (Gen).
Vergleich,"Gegenüberstellung, Abgleich - comparison - Der Forscher zeigt den Kollegen (Dat) den Vergleich (Akk) der Daten (Gen)."
Kriminalitätsverteilung,Verteilung von Verbrechen - crime distribution - Die Statistik zeigt dem Analysten (Dat) die Kriminalitätsverteilung (Akk) des Landes (Gen).
Verbrecherhochburgen,Orte mit viel Kriminalität - crime hotspots - Der Journalist beschreibt dem Leser (Dat) die Verbrecherhochburgen (Akk) der Region (Gen).
Straftaten,rechtswidrige Handlungen - criminal acts - Der Richter erklärt dem Angeklagten (Dat) die Straftaten (Akk) des Prozesses (Gen).
besorgniserregend,"alarmierend, bedenklich - alarming, worrying - Der Bericht zeigt dem Minister (Dat) die besorgniserregende Lage (Akk) des Landes (Gen)."
Diebstähle,"Entwendungen, Diebereien - thefts - Die Polizei meldet dem Bürgermeister (Dat) die Diebstähle (Akk) des Viertels (Gen)."
Aufklärungsquote,Anteil gelöster Fälle - clearance rate - Der Kriminalbeamte erklärt dem Journalisten (Dat) die Aufklärungsquote (Akk) der Polizei (Gen).
Deliktfelder,Bereiche von Straftaten - crime areas - Der Experte zeigt dem Publikum (Dat) die Deliktfelder (Akk) der Stadt (Gen).
bemerkenswert,"auffällig, beachtlich - remarkable - Die Forscherin präsentiert dem Ausschuss (Dat) die bemerkenswerten Ergebnisse (Akk) der Studie (Gen)."
Fachleute,"Experten, Spezialisten - experts - Die Universität lädt den Studenten (Dat) die Fachleute (Akk) des Gebiets (Gen) ein."
Gangstern,"Kriminelle, Gauner - gangsters - Die Polizei verhaftet den Ermittlern (Dat) die Gangster (Akk) der Bande (Gen)."
inzwischen,"mittlerweile, währenddessen - meanwhile, by now - Inzwischen zeigt der Reporter dem Publikum (Dat) die Entwicklung (Akk) der Lage (Gen)."
