Bauvorhaben,"geplantes Bauprojekt — construction project — Das Bauvorhaben beginnt bald. — Bauprojekt, Bauplanung"
Grundriss / Gebäudeplan,Plan eines Gebäudes — floor plan — Der Grundriss ist fertig. — Gebäudeplan
Vorschriften,"verbindliche Regeln — regulations — Wir müssen die Vorschriften beachten. — Regeln, Bestimmungen"
Auswirkung,"Folge oder Effekt — effect / impact — Die Auswirkung war groß. — Konsequenz, Folge"
abhängen,"von etwas abhängig sein — to depend on — Das hängt vom Wetter ab. — ankommen auf, abhängig sein"
verbreitet,"oft vorhanden, bekannt — widespread — Diese Meinung ist verbreitet. — häufig, populär"
maßgeblich,"entscheidend wichtig — significant / crucial — Er war maßgeblich beteiligt. — entscheidend, wichtig"
Fahrverhalten,"Art, wie jemand fährt — driving behavior — Das Fahrverhalten ist gut. — Fahrstil, Fahrweise"
Prämienhöhe,"Höhe eines Beitrags — premium amount — Die Prämienhöhe ist hoch. — Beitragshöhe, Prämie"
mittlerweile,"inzwischen — meanwhile / by now — Mittlerweile hat sich viel geändert. — inzwischen, jetzt"
sich verbreiten,"sich ausbreiten — to spread — Das Gerücht hat sich verbreitet. — sich ausdehnen, bekannt werden"
