Aufgeschlossenheit,Offenheit — open-mindedness — Die Aufgeschlossenheit des Teams (Genitiv) bringt den neuen Kollegen (Dativ) viele Chancen (Akkusativ).
Geschick,"Fähigkeit, etwas gut zu machen — skill — Sein Geschick im Umgang (Dativ) mit Kunden (Genitiv) hilft dem Unternehmen (Dativ) bei Projekten (Akkusativ)."
Stellenbezeichnungen,Jobtitel — job titles — Die Stellenbezeichnungen der Abteilung (Genitiv) verwirren die Bewerber (Akkusativ) in dem Unternehmen (Dativ).
Gewerblich,für Handel/Handwerk — commercial — Die gewerblichen Mitarbeiter des Betriebs (Genitiv) erledigen die Aufgaben (Akkusativ) in der Fabrik (Dativ).
Verspricht,etwas zusagen — promises — Der Chef verspricht dem Team (Dativ) mehr Gehalt (Akkusativ) für die Arbeit (Genitiv).
Ausstatten,mit etwas versehen — to equip — Die Firma stattet den Büroraum (Akkusativ) mit Geräten (Dativ) für die Mitarbeiter (Genitiv) aus.
Aufnehmen,"etwas beginnen, dokumentieren — to admit, record — Das Krankenhaus nimmt den Patienten (Akkusativ) in die Abteilung (Akkusativ) des Chirurgen (Genitiv) auf."
Schätzen,"etwas würdigen — to estimate, appreciate — Wir schätzen dem Kunden (Dativ) den Wert (Akkusativ) des Produkts (Genitiv)."
Wirken,eine Wirkung haben — to have an effect — Die Medikamente wirken auf den Patienten (Akkusativ) mit Hilfe (Dativ) des Arztes (Genitiv).
Prägen,Einfluss nehmen — to shape — Die Ereignisse prägen das Leben (Akkusativ) des Kindes (Genitiv) in der Schule (Dativ).
Eingehen,auf etwas reagieren — to respond — Wir gehen auf die Wünsche (Akkusativ) des Kunden (Genitiv) im Meeting (Dativ) ein.
Botschaft,"Mitteilung, Nachricht — message — Die Botschaft des Präsidenten (Genitiv) vermittelt den Bürgern (Dativ) die Information (Akkusativ)."
Ansprechen,ein Thema anreden — to address — Der Manager spricht den Mitarbeiter (Akkusativ) bei dem Meeting (Dativ) des Teams (Genitiv) an.
Verantwortungsvoll,pflichtbewusst — responsible — Er übernimmt für das Team (Dativ) eine verantwortungsvolle Aufgabe (Akkusativ) des Projekts (Genitiv).
Nebenberuflich,neben Hauptberuf — part-time — Er arbeitet bei einer Firma (Dativ) einen nebenberuflichen Job (Akkusativ) seines Freundes (Genitiv).
Leidenschaft,starke Begeisterung — passion — Die Leidenschaft des Künstlers (Genitiv) inspiriert die Schüler (Akkusativ) im Unterricht (Dativ).
Bezeichnen,benennen — to designate — Man bezeichnet den Fehler (Akkusativ) bei dem Projekt (Dativ) des Teams (Genitiv) als kritisch.
Übrig,verbleibend — remaining — Nach dem Meeting bleiben den Teilnehmern (Dativ) einige Fragen (Akkusativ) des Berichts (Genitiv) übrig.
Verfügen,etwas besitzen — to have at one’s disposal — Die Firma verfügt über Mittel (Akkusativ) für die Entwicklung (Genitiv) im Bereich (Dativ).
Beteiligten,Mitwirkende — participants — Die Beteiligten des Projekts (Genitiv) treffen sich mit dem Manager (Dativ) um die Ergebnisse (Akkusativ) zu klären.
Eigenverantwortung,eigene Verantwortung übernehmen — personal responsibility — Jeder übernimmt im Büro (Dativ) Eigenverantwortung (Akkusativ) für die Aufgaben (Genitiv).
Umgangsformen,Benehmen — manners — Die Umgangsformen in der Firma (Dativ) fördern die Zusammenarbeit (Akkusativ) der Kollegen (Genitiv).
